station,type,macro_from_node_id,macro_to_node_id,micro_from_node_id,micro_to_node_id,set_of_allowed_links,min_link_travel_time,max_link_travel_time,headway
W5,stop,9,10,1805,1753,36;35;25;26;24;23;21;20;19;16;13;12;11;18;15;14;9;6;5;4;1;0;37,4;4;2;2;2;2;4;2;2;4;4;2;2;4;5;480;480;4;5;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;4;4;2;2;4;2;2;4;5;4;480;480;4;4;2;2;2;2;5;4;4;1000,5;5;3;3;3;3;5;3;3;5;5;3;3;5;6;600;600;5;6;5;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;5;5;3;3;5;3;3;5;6;5;600;600;5;5;3;3;3;3;6;5;5;1000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W5,stop,10,9,1754,1806,38;39;40;41;42;43;45;46;47;50;53;54;55;48;51;58;56;57;33;34;59;60;61,4;4;2;2;2;2;4;2;2;4;4;2;2;4;5;480;480;4;5;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;4;4;2;2;4;2;2;4;5;4;480;480;4;4;2;2;2;2;5;4;4;1000,5;5;3;3;3;3;5;3;3;5;5;3;3;5;6;600;600;5;6;5;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;5;5;3;3;5;3;3;5;6;5;600;600;5;5;3;3;3;3;6;5;5;1000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W5,over,28,10,1805,1753,36;35;25;26;24;23;22;17;10;9;6;5;4;1;0;37,4;4;2;2;2;2;4;2;2;4;4;2;2;4;5;480;480;4;5;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;4;4;2;2;4;2;2;4;5;4;480;480;4;4;2;2;2;2;5;4;4;1000,5;5;3;3;3;3;5;3;3;5;5;3;3;5;6;600;600;5;6;5;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;5;5;3;3;5;3;3;5;6;5;600;600;5;5;3;3;3;3;6;5;5;1000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W5,over,10,28,1754,1806,38;39;40;41;42;43;44;49;52;56;57;33;34;59;60;61,4;4;2;2;2;2;4;2;2;4;4;2;2;4;5;480;480;4;5;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;4;4;2;2;4;2;2;4;5;4;480;480;4;4;2;2;2;2;5;4;4;1000,5;5;3;3;3;3;5;3;3;5;5;3;3;5;6;600;600;5;6;5;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;5;5;3;3;5;3;3;5;6;5;600;600;5;5;3;3;3;3;6;5;5;1000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W4,stop,12,13,1741,1695,38;37;34;33;25;24;23;18;15;14;13;22;17;16;26;27;28;29;30;19;12;11;10;31;20;9;7;6;5;4;1;0;39,4;4;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;480;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2;4;4;1000;4;4;4;4;4;5;4;480;4;5;4;4;4;4;1000;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;420;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2,5;5;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3;5;5;1000;5;5;5;5;5;6;5;600;5;6;5;5;5;5;1000;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W4,stop,13,12,1696,1742,40;41;42;43;45;47;49;50;51;52;53;3;2;57;58;59;60;62;73;84;82;81;63;64;65;72;83;80;79;66;67;68;71;76;77;78;86;87;69;70;75;86;87;35;36;54,4;4;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;480;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2;4;4;1000;4;4;4;4;4;5;4;480;4;5;4;4;4;4;1000;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;420;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2,5;5;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3;5;5;1000;5;5;5;5;5;6;5;600;5;6;5;5;5;5;1000;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W4,over,30,13,1741,1695,38;37;34;33;26;27;32;21;8;7;6;5;4;1;0;39,4;4;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;480;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2;4;4;1000;4;4;4;4;4;5;4;480;4;5;4;4;4;4;1000;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;420;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2,5;5;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3;5;5;1000;5;5;5;5;5;6;5;600;5;6;5;5;5;5;1000;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W4,over,13,30,1696,1742,40;41;42;43;44;46;48;50;51;52;53;54,4;4;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;480;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2;4;4;1000;4;4;4;4;4;5;4;480;4;5;4;4;4;4;1000;2;2;2;2;2;2;4;5;4;4;4;2;2;4;5;420;480;480;480;4;5;4;4;4;2;2;2;2;5;4;4;2;2;2;2,5;5;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3;5;5;1000;5;5;5;5;5;6;5;600;5;6;5;5;5;5;1000;3;3;3;3;3;3;5;6;5;5;5;3;3;5;6;600;600;600;600;5;6;5;5;5;3;3;3;3;6;5;5;3;3;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W3,stop,15,16,1685,1640,17;16;13;12;10;8;6;5;2;1;0;14;15;94;93;85;84;83;78;72;71;70;67;66;65;64;3;4;88;87;86;79;73;91;90;89;80;75;74;68;92;81;76;1;8,4;4;4;2;2;4;5;4;480;4;5;4;4;4;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2;4;4;1000;2;2;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2,5;5;5;3;3;5;6;5;600;5;6;5;5;5;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3;5;5;1000;3;3;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W3,stop,16,15,1641,1686,19;20;21;22;25;31;33;38;49;32;37;46;47;48;23;24;27;28;29;35;40;41;42;30;36;43;44;45;50;51;52;53;54,4;4;4;2;2;4;5;4;480;4;5;4;4;4;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2;4;4;1000;2;2;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2,5;5;5;3;3;5;6;5;600;5;6;5;5;5;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3;5;5;1000;3;3;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W3,over,32,16,1685,1640,17;16;13;12;11;9;7;5;2;1;0;18,4;4;4;2;2;4;5;4;480;4;5;4;4;4;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2;4;4;1000;2;2;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2,5;5;5;3;3;5;6;5;600;5;6;5;5;5;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3;5;5;1000;3;3;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W3,over,16,32,1641,1686,19;20;21;22;23;24;26;34;39;41;42;50;51;52;53;54,4;4;4;2;2;4;5;4;480;4;5;4;4;4;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2;4;4;1000;2;2;2;2;4;4;1000;4;4;2;2;2;2;4;4;2;2;2;5;4;4;4;4;480;480;480;480;4;5;4;4;4;4;4;4;2;2;5;2;2,5;5;5;3;3;5;6;5;600;5;6;5;5;5;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3;5;5;1000;3;3;3;3;5;5;1000;5;5;3;3;3;3;5;5;3;3;3;6;5;5;5;5;600;600;600;600;5;6;5;5;5;5;5;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W2,stop,18,19,1630,1576,33;32;22;23;21;20;18;16;15;13;12;3;2;1;0;24;25;26;112;111;106;105;104;100;94;93;92;109;108;107;101;97;96;95;110;102;98;90;89;7;8;9;34,4;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;480;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2;4;4;1000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2,5;5;3;3;3;3;3;3;3;3;3;3;5;5;5;5;600;5;6;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3;5;5;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W2,stop,19,18,1577,1631,35;36;10;11;37;38;40;41;43;44;46;50;58;45;49;55;56;57;42;48;52;53;54;59;60;30;31;61;62;63,4;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;480;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2;4;4;1000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2,5;5;3;3;3;3;3;3;3;3;3;3;5;5;5;5;600;5;6;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3;5;5;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W2,over,34,19,1630,1576,33;32;22;23;21;20;19;17;14;13;12;3;2;1;0;34,4;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;480;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2;4;4;1000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2,5;5;3;3;3;3;3;3;3;3;3;3;5;5;5;5;600;5;6;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3;5;5;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W2,over,19,34,1577,1631,35;36;10;11;37;38;39;47;51;59;60;30;31;61;62;63,4;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;480;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2;4;4;1000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1000;4;4;2;2;4;2;2;4;2;2;4;5;4;480;480;480;4;4;2;2;4;2;2;5;2;2,5;5;3;3;3;3;3;3;3;3;3;3;5;5;5;5;600;5;6;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3;5;5;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1000;5;5;3;3;5;3;3;5;3;3;5;6;5;600;600;600;5;5;3;3;5;3;3;6;3;3,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
