agent_no,node_name,node_time
28,W2-6,3748
28,W2-6,3748
28,W2-6,4138
28,W2-6,4138
28,W2-A,4200
29,W2-B,4860
29,W2-4,4884
29,W2-4,4884
29,W2-4,5304
29,W2-4,5304
29,W2-A,5340
30,W2-B,6360
30,W2-5,6388
30,W2-5,6388
30,W2-5,6808
30,W2-5,6808
30,W2-A,6840
31,W2-B,8220
31,W2-4,8244
31,W2-4,8244
31,W2-4,8664
31,W2-4,8664
31,W2-A,8700
32,W2-B,9300
32,W2-5,9328
32,W2-5,9328
32,W2-5,9748
32,W2-5,9748
32,W2-A,9780
33,W2-B,9720
33,W2-4,9744
33,W2-4,9744
33,W2-4,10164
33,W2-4,10164
33,W2-A,10200
34,W2-B,10560
34,W2-6,10588
34,W2-6,10588
34,W2-6,10978
34,W2-6,10978
34,W2-A,11040
35,W2-B,7440
35,W2-5,7468
35,W2-5,7468
35,W2-5,7888
35,W2-5,7888
35,W2-A,7920
0,W3-B,3840
0,W3-7,3872
0,W3-7,3872
0,W3-7,4262
0,W3-7,4262
0,W3-A,4320
1,W3-B,4260
1,W3-1,4280
1,W3-1,4280
1,W3-1,4700
1,W3-1,4700
1,W3-A,4740
2,W3-B,4680
2,W3-7,4712
2,W3-7,4712
2,W3-7,5102
2,W3-7,5102
2,W3-A,5160
3,W3-B,5100
3,W3-1,5120
3,W3-1,5120
3,W3-1,5540
3,W3-1,5540
3,W3-A,5580
4,W3-B,5520
4,W3-7,5552
4,W3-7,5552
4,W3-7,5942
4,W3-7,5942
4,W3-A,6000
5,W3-B,5940
5,W3-1,5960
5,W3-1,5960
5,W3-1,6380
5,W3-1,6380
5,W3-A,6420
6,W3-B,6240
6,W3-7,6272
6,W3-7,6272
6,W3-7,6662
6,W3-7,6662
6,W3-A,6720
7,W3-B,6420
7,W3-4,6448
7,W3-4,6448
7,W3-4,6868
7,W3-4,6868
7,W3-A,6900
8,W3-B,6720
8,W3-7,6752
8,W3-7,6752
8,W3-7,7142
8,W3-7,7142
8,W3-A,7200
9,W3-B,6900
9,W3-1,6920
9,W3-1,6920
9,W3-1,7340
9,W3-1,7340
9,W3-A,7380
10,W3-B,7320
10,W3-7,7352
10,W3-7,7352
10,W3-7,7742
10,W3-7,7742
10,W3-A,7800
11,W3-B,7500
11,W3-1,7520
11,W3-1,7520
11,W3-1,7940
11,W3-1,7940
11,W3-A,7980
12,W3-B,7800
12,W3-7,7832
12,W3-7,7832
12,W3-7,8222
12,W3-7,8222
12,W3-A,8280
13,W3-B,8100
13,W3-1,8120
13,W3-1,8120
13,W3-1,8540
13,W3-1,8540
13,W3-A,8580
14,W3-B,8280
14,W3-7,8312
14,W3-7,8312
14,W3-7,8702
14,W3-7,8702
14,W3-A,8760
15,W3-B,8460
15,W3-4,8488
15,W3-4,8488
15,W3-4,8908
15,W3-4,8908
15,W3-A,8940
16,W3-B,8760
16,W3-7,8792
16,W3-7,8792
16,W3-7,9182
16,W3-7,9182
16,W3-A,9240
17,W3-B,9060
17,W3-1,9080
17,W3-1,9080
17,W3-1,9500
17,W3-1,9500
17,W3-A,9540
18,W3-A,1860
18,W3-7,1884
18,W3-7,1884
18,W3-7,2274
18,W3-7,2274
18,W3-B,2340
19,W3-A,2040
19,W3-4,2062
19,W3-4,2062
19,W3-4,2482
19,W3-4,2482
19,W3-B,2520
20,W3-A,2340
20,W3-7,2364
20,W3-7,2364
20,W3-7,2754
20,W3-7,2754
20,W3-B,2820
21,W3-A,2640
21,W3-4,2662
21,W3-4,2662
21,W3-4,3082
21,W3-4,3082
21,W3-B,3120
22,W3-A,2820
22,W3-7,2844
22,W3-7,2844
22,W3-7,3234
22,W3-7,3234
22,W3-B,3300
23,W3-A,3120
23,W3-5,3144
23,W3-5,3144
23,W3-5,3564
23,W3-5,3564
23,W3-B,3600
24,W3-A,3420
24,W3-4,3442
24,W3-4,3442
24,W3-4,3862
24,W3-4,3862
24,W3-B,3900
25,W3-A,3600
25,W3-6,3624
25,W3-6,3624
25,W3-6,4044
25,W3-6,4044
25,W3-B,4080
26,W3-A,3900
26,W3-5,3924
26,W3-5,3924
26,W3-5,4344
26,W3-5,4344
26,W3-B,4380
27,W3-A,4200
27,W3-4,4222
27,W3-4,4222
27,W3-4,4642
27,W3-4,4642
27,W3-B,4680
28,W3-A,4620
28,W3-5,4644
28,W3-5,4644
28,W3-5,5064
28,W3-5,5064
28,W3-B,5100
29,W3-A,5760
29,W3-5,5784
29,W3-5,5784
29,W3-5,6204
29,W3-5,6204
29,W3-B,6240
30,W3-A,7260
30,W3-5,7284
30,W3-5,7284
30,W3-5,7704
30,W3-5,7704
30,W3-B,7740
31,W3-A,9120
31,W3-5,9144
31,W3-5,9144
31,W3-5,9564
31,W3-5,9564
31,W3-B,9600
32,W3-A,10200
32,W3-7,10224
32,W3-7,10224
32,W3-7,10614
32,W3-7,10614
32,W3-B,10680
33,W3-A,10620
33,W3-4,10642
33,W3-4,10642
33,W3-4,11062
33,W3-4,11062
33,W3-B,11100
34,W3-A,11460
34,W3-7,11484
34,W3-7,11484
34,W3-7,11874
34,W3-7,11874
34,W3-B,11940
35,W3-A,8400
35,W3-6,8424
35,W3-6,8424
35,W3-6,8844
35,W3-6,8844
35,W3-B,8940
0,W4-A,3120
0,W4-1,3140
0,W4-1,3140
0,W4-1,3530
0,W4-1,3530
0,W4-B,3600
1,W4-A,3540
1,W4-4,3560
1,W4-4,3560
1,W4-4,3980
1,W4-4,3980
1,W4-B,4020
2,W4-A,3960
2,W4-1,3980
2,W4-1,3980
2,W4-1,4370
2,W4-1,4370
2,W4-B,4440
3,W4-A,4380
3,W4-4,4400
3,W4-4,4400
3,W4-4,4820
3,W4-4,4820
3,W4-B,4860
4,W4-A,4800
4,W4-1,4820
4,W4-1,4820
4,W4-1,5210
4,W4-1,5210
4,W4-B,5280
5,W4-A,5220
5,W4-4,5240
5,W4-4,5240
5,W4-4,5660
5,W4-4,5660
5,W4-B,5700
6,W4-A,5520
6,W4-1,5540
6,W4-1,5540
6,W4-1,5930
6,W4-1,5930
6,W4-B,6000
7,W4-A,5700
7,W4-3,5720
7,W4-3,5720
7,W4-3,6140
7,W4-3,6140
7,W4-B,6180
8,W4-A,6000
8,W4-1,6020
8,W4-1,6020
8,W4-1,6410
8,W4-1,6410
8,W4-B,6480
9,W4-A,6180
9,W4-4,6200
9,W4-4,6200
9,W4-4,6620
9,W4-4,6620
9,W4-B,6660
10,W4-A,6600
10,W4-1,6620
10,W4-1,6620
10,W4-1,7010
10,W4-1,7010
10,W4-B,7080
11,W4-A,6780
11,W4-4,6800
11,W4-4,6800
11,W4-4,7220
11,W4-4,7220
11,W4-B,7260
12,W4-A,7080
12,W4-1,7100
12,W4-1,7100
12,W4-1,7490
12,W4-1,7490
12,W4-B,7560
13,W4-A,7380
13,W4-4,7400
13,W4-4,7400
13,W4-4,7820
13,W4-4,7820
13,W4-B,7860
14,W4-A,7560
14,W4-1,7580
14,W4-1,7580
14,W4-1,7970
14,W4-1,7970
14,W4-B,8040
15,W4-A,7740
15,W4-3,7760
15,W4-3,7760
15,W4-3,8180
15,W4-3,8180
15,W4-B,8220
16,W4-A,8040
16,W4-1,8060
16,W4-1,8060
16,W4-1,8450
16,W4-1,8450
16,W4-B,8520
17,W4-A,8340
17,W4-4,8360
17,W4-4,8360
17,W4-4,8780
17,W4-4,8780
17,W4-B,8820
18,W4-B,2760
18,W4-2,2792
18,W4-2,2792
18,W4-2,3182
18,W4-2,3182
18,W4-A,3240
19,W4-B,2940
19,W4-7,2960
19,W4-7,2960
19,W4-7,3380
19,W4-7,3380
19,W4-A,3420
20,W4-B,3240
20,W4-2,3272
20,W4-2,3272
20,W4-2,3662
20,W4-2,3662
20,W4-A,3720
21,W4-B,3540
21,W4-7,3560
21,W4-7,3560
21,W4-7,3980
21,W4-7,3980
21,W4-A,4020
22,W4-B,3720
22,W4-2,3752
22,W4-2,3752
22,W4-2,4142
22,W4-2,4142
22,W4-A,4200
23,W4-B,4020
23,W4-3,4048
23,W4-3,4048
23,W4-3,4468
23,W4-3,4468
23,W4-A,4500
24,W4-B,4320
24,W4-2,4352
24,W4-2,4352
24,W4-2,4742
24,W4-2,4742
24,W4-A,4800
25,W4-B,4500
25,W4-7,4520
25,W4-7,4520
25,W4-7,4940
25,W4-7,4940
25,W4-A,4980
26,W4-B,4800
26,W4-2,4832
26,W4-2,4832
26,W4-2,5222
26,W4-2,5222
26,W4-A,5280
27,W4-B,5100
27,W4-7,5120
27,W4-7,5120
27,W4-7,5540
27,W4-7,5540
27,W4-A,5580
28,W4-B,5520
28,W4-2,5552
28,W4-2,5552
28,W4-2,5942
28,W4-2,5942
28,W4-A,6000
29,W4-B,6660
29,W4-7,6680
29,W4-7,6680
29,W4-7,7100
29,W4-7,7100
29,W4-A,7140
30,W4-B,8160
30,W4-7,8180
30,W4-7,8180
30,W4-7,8600
30,W4-7,8600
30,W4-A,8640
31,W4-B,10020
31,W4-1,10052
31,W4-1,10052
31,W4-1,10442
31,W4-1,10442
31,W4-A,10500
32,W4-B,11100
32,W4-1,11132
32,W4-1,11132
32,W4-1,11522
32,W4-1,11522
32,W4-A,11580
33,W4-B,11520
33,W4-2,11552
33,W4-2,11552
33,W4-2,11942
33,W4-2,11942
33,W4-A,12000
34,W4-B,12360
34,W4-1,12392
34,W4-1,12392
34,W4-1,12782
34,W4-1,12782
34,W4-A,12840
35,W4-B,9360
35,W4-2,9392
35,W4-2,9392
35,W4-2,9782
35,W4-2,9782
35,W4-A,9840
0,W5-A,2340
0,W5-2,2368
0,W5-2,2368
0,W5-2,2608
0,W5-2,2608
0,W5-B,2640
1,W5-A,2760
1,W5-2,2788
1,W5-2,2788
1,W5-2,3028
1,W5-2,3028
1,W5-B,3060
2,W5-A,3180
2,W5-2,3208
2,W5-2,3208
2,W5-2,3448
2,W5-2,3448
2,W5-B,3480
3,W5-A,3600
3,W5-2,3628
3,W5-2,3628
3,W5-2,3868
3,W5-2,3868
3,W5-B,3900
4,W5-A,4020
4,W5-2,4048
4,W5-2,4048
4,W5-2,4288
4,W5-2,4288
4,W5-B,4320
5,W5-A,4440
5,W5-2,4468
5,W5-2,4468
5,W5-2,4708
5,W5-2,4708
5,W5-B,4740
6,W5-A,4980
6,W5-III,5004
6,W5-III,5004
6,W5-III,5008
6,W5-III,5008
6,W5-B,5040
7,W5-A,5160
7,W5-III,5184
7,W5-III,5184
7,W5-III,5188
7,W5-III,5188
7,W5-B,5220
8,W5-A,5460
8,W5-III,5484
8,W5-III,5484
8,W5-III,5488
8,W5-III,5488
8,W5-B,5520
9,W5-A,5640
9,W5-III,5664
9,W5-III,5664
9,W5-III,5668
9,W5-III,5668
9,W5-B,5700
10,W5-A,6060
10,W5-III,6084
10,W5-III,6084
10,W5-III,6088
10,W5-III,6088
10,W5-B,6120
11,W5-A,6240
11,W5-III,6264
11,W5-III,6264
11,W5-III,6268
11,W5-III,6268
11,W5-B,6300
12,W5-A,6540
12,W5-III,6564
12,W5-III,6564
12,W5-III,6568
12,W5-III,6568
12,W5-B,6600
13,W5-A,6840
13,W5-III,6864
13,W5-III,6864
13,W5-III,6868
13,W5-III,6868
13,W5-B,6900
14,W5-A,7020
14,W5-III,7044
14,W5-III,7044
14,W5-III,7048
14,W5-III,7048
14,W5-B,7080
15,W5-A,7200
15,W5-III,7224
15,W5-III,7224
15,W5-III,7228
15,W5-III,7228
15,W5-B,7260
16,W5-A,7500
16,W5-III,7524
16,W5-III,7524
16,W5-III,7528
16,W5-III,7528
16,W5-B,7560
17,W5-A,7800
17,W5-III,7824
17,W5-III,7824
17,W5-III,7828
17,W5-III,7828
17,W5-B,7860
18,W5-B,3780
18,W5-IV,3804
18,W5-IV,3804
18,W5-IV,3808
18,W5-IV,3808
18,W5-A,3840
19,W5-B,3960
19,W5-IV,3984
19,W5-IV,3984
19,W5-IV,3988
19,W5-IV,3988
19,W5-A,4020
20,W5-B,4260
20,W5-IV,4284
20,W5-IV,4284
20,W5-IV,4288
20,W5-IV,4288
20,W5-A,4320
21,W5-B,4560
21,W5-IV,4584
21,W5-IV,4584
21,W5-IV,4588
21,W5-IV,4588
21,W5-A,4620
22,W5-B,4740
22,W5-IV,4764
22,W5-IV,4764
22,W5-IV,4768
22,W5-IV,4768
22,W5-A,4800
23,W5-B,5040
23,W5-IV,5064
23,W5-IV,5064
23,W5-IV,5068
23,W5-IV,5068
23,W5-A,5100
24,W5-B,5340
24,W5-IV,5364
24,W5-IV,5364
24,W5-IV,5368
24,W5-IV,5368
24,W5-A,5400
25,W5-B,5520
25,W5-IV,5544
25,W5-IV,5544
25,W5-IV,5548
25,W5-IV,5548
25,W5-A,5580
26,W5-B,5820
26,W5-IV,5844
26,W5-IV,5844
26,W5-IV,5848
26,W5-IV,5848
26,W5-A,5880
27,W5-B,6120
27,W5-IV,6144
27,W5-IV,6144
27,W5-IV,6148
27,W5-IV,6148
27,W5-A,6180
28,W5-B,6540
28,W5-IV,6564
28,W5-IV,6564
28,W5-IV,6568
28,W5-IV,6568
28,W5-A,6600
29,W5-B,7680
29,W5-IV,7704
29,W5-IV,7704
29,W5-IV,7708
29,W5-IV,7708
29,W5-A,7740
30,W5-B,9180
30,W5-5,9208
30,W5-5,9208
30,W5-5,9448
30,W5-5,9448
30,W5-A,9480
31,W5-B,11040
31,W5-5,11068
31,W5-5,11068
31,W5-5,11308
31,W5-5,11308
31,W5-A,11340
32,W5-B,12120
32,W5-5,12148
32,W5-5,12148
32,W5-5,12388
32,W5-5,12388
32,W5-A,12420
33,W5-B,12540
33,W5-5,12568
33,W5-5,12568
33,W5-5,12808
33,W5-5,12808
33,W5-A,12840
34,W5-B,13380
34,W5-5,13408
34,W5-5,13408
34,W5-5,13648
34,W5-5,13648
34,W5-A,13680
35,W5-B,10380
35,W5-5,10408
35,W5-5,10408
35,W5-5,10648
35,W5-5,10648
35,W5-A,10680
0,W6-A,1560
0,W6-2,1584
0,W6-2,1584
0,W6-2,1824
0,W6-2,1824
0,W6-B,1860
1,W6-A,1980
1,W6-2,2004
1,W6-2,2004
1,W6-2,2244
1,W6-2,2244
1,W6-B,2280
2,W6-A,2400
2,W6-2,2424
2,W6-2,2424
2,W6-2,2664
2,W6-2,2664
2,W6-B,2700
3,W6-A,2820
3,W6-2,2844
3,W6-2,2844
3,W6-2,3084
3,W6-2,3084
3,W6-B,3120
4,W6-A,3240
4,W6-2,3264
4,W6-2,3264
4,W6-2,3504
4,W6-2,3504
4,W6-B,3540
5,W6-A,3660
5,W6-2,3684
5,W6-2,3684
5,W6-2,3924
5,W6-2,3924
5,W6-B,3960
6,W6-A,4440
6,W6-III,4460
6,W6-III,4460
6,W6-III,4464
6,W6-III,4464
6,W6-B,4500
7,W6-A,4620
7,W6-III,4640
7,W6-III,4640
7,W6-III,4644
7,W6-III,4644
7,W6-B,4680
8,W6-A,4920
8,W6-III,4940
8,W6-III,4940
8,W6-III,4944
8,W6-III,4944
8,W6-B,4980
9,W6-A,5100
9,W6-III,5120
9,W6-III,5120
9,W6-III,5124
9,W6-III,5124
9,W6-B,5160
10,W6-A,5520
10,W6-III,5540
10,W6-III,5540
10,W6-III,5544
10,W6-III,5544
10,W6-B,5580
11,W6-A,5700
11,W6-III,5720
11,W6-III,5720
11,W6-III,5724
11,W6-III,5724
11,W6-B,5760
12,W6-A,6000
12,W6-III,6020
12,W6-III,6020
12,W6-III,6024
12,W6-III,6024
12,W6-B,6060
13,W6-A,6300
13,W6-III,6320
13,W6-III,6320
13,W6-III,6324
13,W6-III,6324
13,W6-B,6360
14,W6-A,6480
14,W6-III,6500
14,W6-III,6500
14,W6-III,6504
14,W6-III,6504
14,W6-B,6540
15,W6-A,6660
15,W6-III,6680
15,W6-III,6680
15,W6-III,6684
15,W6-III,6684
15,W6-B,6720
16,W6-A,6960
16,W6-III,6980
16,W6-III,6980
16,W6-III,6984
16,W6-III,6984
16,W6-B,7020
17,W6-A,7260
17,W6-III,7280
17,W6-III,7280
17,W6-III,7284
17,W6-III,7284
17,W6-B,7320
18,W6-B,4320
18,W6-IV,4340
18,W6-IV,4340
18,W6-IV,4344
18,W6-IV,4344
18,W6-A,4380
19,W6-B,4500
19,W6-IV,4520
19,W6-IV,4520
19,W6-IV,4524
19,W6-IV,4524
19,W6-A,4560
20,W6-B,4800
20,W6-IV,4820
20,W6-IV,4820
20,W6-IV,4824
20,W6-IV,4824
20,W6-A,4860
21,W6-B,5100
21,W6-IV,5120
21,W6-IV,5120
21,W6-IV,5124
21,W6-IV,5124
21,W6-A,5160
22,W6-B,5280
22,W6-IV,5300
22,W6-IV,5300
22,W6-IV,5304
22,W6-IV,5304
22,W6-A,5340
23,W6-B,5580
23,W6-IV,5600
23,W6-IV,5600
23,W6-IV,5604
23,W6-IV,5604
23,W6-A,5640
24,W6-B,5880
24,W6-IV,5900
24,W6-IV,5900
24,W6-IV,5904
24,W6-IV,5904
24,W6-A,5940
25,W6-B,6060
25,W6-IV,6080
25,W6-IV,6080
25,W6-IV,6084
25,W6-IV,6084
25,W6-A,6120
26,W6-B,6360
26,W6-IV,6380
26,W6-IV,6380
26,W6-IV,6384
26,W6-IV,6384
26,W6-A,6420
27,W6-B,6660
27,W6-IV,6680
27,W6-IV,6680
27,W6-IV,6684
27,W6-IV,6684
27,W6-A,6720
28,W6-B,7080
28,W6-IV,7100
28,W6-IV,7100
28,W6-IV,7104
28,W6-IV,7104
28,W6-A,7140
29,W6-B,8220
29,W6-IV,8240
29,W6-IV,8240
29,W6-IV,8244
29,W6-IV,8244
29,W6-A,8280
30,W6-B,10020
30,W6-5,10040
30,W6-5,10040
30,W6-5,10280
30,W6-5,10280
30,W6-A,10320
31,W6-B,11880
31,W6-5,11900
31,W6-5,11900
31,W6-5,12140
31,W6-5,12140
31,W6-A,12180
32,W6-B,12960
32,W6-5,12980
32,W6-5,12980
32,W6-5,13220
32,W6-5,13220
32,W6-A,13260
33,W6-B,13380
33,W6-5,13400
33,W6-5,13400
33,W6-5,13640
33,W6-5,13640
33,W6-A,13680
34,W6-B,14220
34,W6-5,14240
34,W6-5,14240
34,W6-5,14480
34,W6-5,14480
34,W6-A,14520
35,W6-B,11220
35,W6-5,11240
35,W6-5,11240
35,W6-5,11480
35,W6-5,11480
35,W6-A,11520
0,W7-A,780
0,W7-1,798
0,W7-1,798
0,W7-1,1038
0,W7-1,1038
0,W7-B,1080
1,W7-A,1200
1,W7-1,1218
1,W7-1,1218
1,W7-1,1458
1,W7-1,1458
1,W7-B,1500
2,W7-A,1620
2,W7-1,1638
2,W7-1,1638
2,W7-1,1878
2,W7-1,1878
2,W7-B,1920
3,W7-A,2040
3,W7-1,2058
3,W7-1,2058
3,W7-1,2298
3,W7-1,2298
3,W7-B,2340
4,W7-A,2460
4,W7-1,2478
4,W7-1,2478
4,W7-1,2718
4,W7-1,2718
4,W7-B,2760
5,W7-A,2880
5,W7-1,2898
5,W7-1,2898
5,W7-1,3138
5,W7-1,3138
5,W7-B,3180
6,W7-A,3900
6,W7-II,3918
6,W7-II,3918
6,W7-II,3922
6,W7-II,3922
6,W7-B,3960
7,W7-A,4080
7,W7-II,4098
7,W7-II,4098
7,W7-II,4102
7,W7-II,4102
7,W7-B,4140
8,W7-A,4380
8,W7-II,4398
8,W7-II,4398
8,W7-II,4402
8,W7-II,4402
8,W7-B,4440
9,W7-A,4560
9,W7-II,4578
9,W7-II,4578
9,W7-II,4582
9,W7-II,4582
9,W7-B,4620
10,W7-A,4980
10,W7-II,4998
10,W7-II,4998
10,W7-II,5002
10,W7-II,5002
10,W7-B,5040
11,W7-A,5160
11,W7-II,5178
11,W7-II,5178
11,W7-II,5182
11,W7-II,5182
11,W7-B,5220
12,W7-A,5460
12,W7-II,5478
12,W7-II,5478
12,W7-II,5482
12,W7-II,5482
12,W7-B,5520
13,W7-A,5760
13,W7-II,5778
13,W7-II,5778
13,W7-II,5782
13,W7-II,5782
13,W7-B,5820
14,W7-A,5940
14,W7-II,5958
14,W7-II,5958
14,W7-II,5962
14,W7-II,5962
14,W7-B,6000
15,W7-A,6120
15,W7-II,6138
15,W7-II,6138
15,W7-II,6142
