name,link_id,from_node_id,to_node_id,direction,length,lanes,free_speed,capacity,link_type,same_link_id,oppo_link_id,local_y,display_sequence,second,minTT,maxTT,headway
,49,1501,1565,1,1000,1,0.01,1,12,1000,1000,0,,1000,1000,1000,1
,50,1508,1514,1,0.04,1,0.01,1,0,4,4,0,,4,4,5,1
,51,1514,1523,1,0.04,1,0.01,1,0,6,6,0,,4,4,5,1
,52,1523,1529,1,0.04,1,0.01,1,0,7,7,0,,4,4,5,1
,53,1523,1528,1,0.05,1,0.01,1,0,8,8,0,,5,5,6,1
,54,1514,1518,1,0.04,1,0.01,1,0,9,9,0,,4,4,5,1
,55,1518,1522,1,0.04,1,0.01,1,0,10,10,0,,4,4,5,1
,56,1522,1527,1,0.04,1,0.01,1,0,11,11,0,,4,4,5,1
,57,1522,1526,1,0.05,1,0.01,1,0,12,12,0,,5,5,6,1
,58,1518,1521,1,0.08,1,0.01,1,0,13,13,0,,8,8,9,1
,59,1521,1525,1,0.04,1,0.01,1,0,14,14,0,,4,4,5,1
,60,1521,1524,1,0.05,1,0.01,1,0,15,15,0,,5,5,6,1
,61,1524,1535,1,0.45,1,0.01,1,13,16,16,0,,45,450,510,1
,62,1525,1534,1,0.45,1,0.01,1,13,17,17,0,,45,450,510,1
,63,1526,1533,1,0.45,1,0.01,1,13,18,18,0,,45,480,540,1
,64,1527,1532,1,0.45,1,0.01,1,13,19,19,0,,45,480,540,1
,65,1528,1531,1,0.45,1,0.01,1,13,20,20,0,,45,480,540,1
,66,1529,1530,1,0.45,1,0.01,1,0,21,21,0,,45,4,5,1
,67,1543,1552,1,0.04,1,0.01,1,0,27,27,0,,4,4,5,1
,68,1540,1543,1,0.06,1,0.01,1,0,28,28,0,,6,6,7,1
,69,15312,1543,1,0.04,1,0.01,1,0,29,29,0,,4,4,5,1
,70,1530,15312,1,0.04,1,0.01,1,0,30,30,0,,4,4,5,1
,71,1531,15312,1,0.05,1,0.01,1,0,31,31,0,,5,5,6,1
,72,1538,1540,1,0.04,1,0.01,1,0,32,32,0,,4,4,5,1
,73,1532,1538,1,0.04,1,0.01,1,0,33,33,0,,4,4,5,1
,74,1533,1538,1,0.05,1,0.01,1,0,34,34,0,,5,5,6,1
,75,1536,1540,1,0.09,1,0.01,1,0,35,35,0,,9,9,10,1
,76,1534,1536,1,0.04,1,0.01,1,0,36,36,0,,4,4,5,1
,77,1535,1536,1,0.05,1,0.01,1,0,37,37,0,,5,5,6,1
